fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
0.052884615;-0.096078431;-0.014457831;-0.076533742;0.036290801;0.009372822;0.066450116;-0.01735107;-0.025454545;0.046744186;-0.082903226;7
-0.0625;0.168627451;-0.044578313;-0.030521472;0.051127596;0.096480836;0.156937355;0;0.074545455;0.035116279;-0.11516129;4
-0.0625;0.178431373;-0.05060241;-0.030521472;0.060029674;0.092996516;0.159257541;-0.001927897;0.056363636;0.035116279;-0.11516129;5
0.014423077;0.031372549;-0.044578313;0.015490798;0.068931751;-0.025470383;0.050208817;0.026990553;-0.052727273;-0.034651163;-0.11516129;6
0.004807692;-0.08627451;0.009638554;-0.021319018;0.062997033;-0.011533101;0.027006961;0.019278967;0.156363636;-0.011395349;-0.11516129;5
0.033653846;-0.08627451;-0.014457831;-0.073466258;0.048160237;-0.015017422;0.08037123;-0.044341623;0.147272727;-0.057906977;0.191290323;6
-0.024038462;-0.02745098;-0.026506024;-0.081134969;0.065964392;0.012857143;-0.033317865;-0.050125313;0.138181818;0.104883721;0.078387097;7
-0.0625;-0.115686275;-0.002409639;-0.081134969;0.033323442;-0.049860627;-0.130765661;-0.0578369;0.12;-0.034651163;0.062258065;7
-0.043269231;-0.096078431;0.009638554;-0.082668712;-0.002284866;0.012857143;-0.070440835;-0.055909003;0.110909091;-0.16255814;0.062258065;6
-0.004807692;-0.076470588;0.154216867;-0.084202454;0.300385757;0.009372822;-0.014756381;-0.019278967;-0.125454545;-0.127674419;-0.228064516;6
0.004807692;-0.02745098;0.009638554;-0.078067485;-0.020089021;-0.021986063;0.122134571;-0.061692693;-0.052727273;0.035116279;0.078387097;6
0.033653846;-0.066666667;0.003614458;0.084509202;-0.008219585;0.005888502;0.173178654;0.042413727;-0.089090909;0.011860465;-0.147419355;6
-0.081730769;-0.08627451;-0.044578313;0.092177914;0.006617211;0.051184669;0.020046404;0.061692693;0.101818182;-0.150930233;-0.260322581;6
-0.024038462;0.1;-0.110843373;-0.027453988;-0.005252226;-0.035923345;-0.140046404;-0.01735107;-0.070909091;-0.127674419;-0.050645161;6
0.052884615;-0.076470588;0.015662651;-0.079601227;-0.02305638;0.030278746;-0.063480278;-0.026990553;0.156363636;-0.174186047;-0.099032258;6
-0.004807692;-0.056862745;-0.056626506;-0.022852761;0.137181009;-0.018501742;-0.035638051;0.021206863;-0.143636364;-0.034651163;-0.308709677;6
-0.081730769;-0.08627451;-0.044578313;0.092177914;0.006617211;0.051184669;0.020046404;0.061692693;0.101818182;-0.150930233;-0.260322581;6
0.014423077;0.188235294;-0.159036145;-0.081134969;-0.031958457;-0.063797909;0.029327146;-0.0578369;-0.152727273;-0.174186047;-0.002258065;5
-0.024038462;0.1;-0.110843373;-0.027453988;-0.005252226;-0.035923345;-0.140046404;-0.01735107;-0.070909091;-0.127674419;-0.050645161;6
0.033653846;-0.037254902;-0.038554217;-0.076533742;-0.02305638;-0.015017422;-0.037958237;-0.025062657;-0.034545455;-0.034651163;-0.034516129;6
-0.0625;0.070588235;-0.18313253;-0.079601227;0.054094955;-0.021986063;-0.042598608;-0.01156738;0.029090909;0.058372093;-0.228064516;5
-0.043269231;-0.017647059;-0.056626506;0.000153374;-0.017121662;-0.028954704;-0.033317865;-0.071332177;0.029090909;0.000232558;0.336451613;7
-0.014423077;-0.02745098;-0.122891566;-0.079601227;-0.014154303;0.159198606;0.082691415;-0.038557933;-0.043636364;-0.081162791;-0.11516129;5
-0.014423077;-0.047058824;-0.014457831;-0.065797546;0.000682493;-0.018501742;-0.098283063;-0.026990553;0.129090909;0.174651163;0.03;8
0.052884615;-0.037254902;-0.026506024;0.05690184;0.012551929;-0.049860627;-0.077401392;0.042413727;-0.052727273;-0.16255814;-0.163548387;5
-0.0625;-0.007843137;0.057831325;0.021625767;0.030356083;0.044216028;0.245104408;0.030846347;-0.08;0.023488372;-0.244193548;6
-0.004807692;0.021568627;-0.062650602;-0.027453988;0.045192878;0.052926829;0.232343387;0.03470214;0.12;0.128139535;-0.163548387;5
-0.081730769;-0.007843137;-0.03253012;-0.024386503;0.051127596;-0.015017422;0.145336427;0.04626952;0.456363636;0.256046512;-0.082903226;5
0.168269231;-0.047058824;0.075903614;-0.082668712;0.024421365;-0.091672474;-0.153967517;0.001927897;-0.216363636;0.000232558;-0.228064516;6
-0.014423077;-0.047058824;-0.014457831;-0.065797546;0.000682493;-0.018501742;-0.098283063;-0.026990553;0.129090909;0.174651163;0.03;8
0.052884615;-0.037254902;-0.026506024;0.05690184;0.012551929;-0.049860627;-0.077401392;0.042413727;-0.052727273;-0.16255814;-0.163548387;5
0.024038462;-0.096078431;0.015662651;-0.076533742;-0.008219585;-0.015017422;-0.119164733;-0.08097166;0.065454545;-0.139302326;0.352580645;7
0.014423077;0.041176471;0.003614458;-0.078067485;-0.011186944;-0.053344948;-0.160928074;-0.053981107;0.110909091;0.18627907;0.239677419;7
0.052884615;-0.096078431;-0.020481928;0.03696319;0.054094955;-0.032439024;-0.082041763;0.04048583;-0.225454545;0.081627907;-0.195806452;5
-0.014423077;0.256862745;-0.03253012;-0.015184049;0.042225519;-0.049860627;-0.077401392;0.01735107;0.074545455;-0.139302326;-0.244193548;5
-0.004807692;-0.056862745;-0.014457831;-0.076533742;0.021454006;-0.00456446;-0.056519722;-0.021206863;0.183636364;0.325813953;0.013870968;6
0.024038462;-0.076470588;0.003614458;0.147392638;0.012551929;0.05466899;0.06412993;0.08675535;0.02;0.128139535;-0.211935484;6
0.024038462;0.060784314;-0.080722892;-0.004447853;0.051127596;0.040731707;0.059489559;0.01156738;-0.016363636;-0.081162791;-0.082903226;5
0.043269231;-0.056862745;-0.020481928;0.027760736;0.003649852;0.023310105;0.159257541;0.050125313;0.129090909;-0.034651163;-0.163548387;6
0.024038462;0.149019608;0.16626506;0.08297546;-0.002284866;0.065121951;0.038607889;0.065548487;-0.070909091;-0.04627907;-0.292580645;5
0.024038462;0.158823529;0.172289157;0.08297546;-0.005252226;0.05815331;0.031647332;0.067476383;-0.061818182;-0.034651163;-0.292580645;6
0.033653846;0.109803922;0.178313253;0.070705521;-0.005252226;0.068606272;0.040928074;0.065548487;-0.089090909;-0.057906977;-0.292580645;6
-0.004807692;-0.02745098;-0.014457831;0.105981595;0.012551929;0.11738676;0.147656613;0.061692693;0.029090909;-0.011395349;-0.131290323;6
0.024038462;0.149019608;0.16626506;0.08297546;-0.002284866;0.065121951;0.038607889;0.065548487;-0.070909091;-0.04627907;-0.292580645;5
0.024038462;0.158823529;0.172289157;0.08297546;-0.005252226;0.05815331;0.031647332;0.067476383;-0.061818182;-0.034651163;-0.292580645;6
0.033653846;0.109803922;0.178313253;0.070705521;-0.005252226;0.068606272;0.040928074;0.065548487;-0.089090909;-0.057906977;-0.292580645;6
-0.072115385;-0.007843137;0.057831325;0.01702454;0.00958457;0.103449477;0.242784223;0.032774243;-0.061818182;-0.023023256;-0.244193548;5
0.004807692;-0.037254902;-0.002409639;-0.071932515;-0.031958457;0.040731707;-0.005475638;-0.077115867;0.065454545;-0.104418605;0.336451613;7
0.004807692;-0.066666667;-0.002409639;-0.070398773;-0.034925816;0.044216028;-0.005475638;-0.079043763;0.056363636;-0.092790698;0.336451613;7
0.0625;-0.105882353;-0.008433735;-0.071932515;-0.017121662;0.05466899;0.022366589;-0.04626952;0.02;-0.057906977;0.159032258;7
0.024038462;-0.017647059;-0.026506024;0.092177914;-0.005252226;0.092996516;0.235823666;0.055909003;-0.134545455;-0.081162791;-0.211935484;6
-0.081730769;0.060784314;0.196385542;0.145858896;0.000682493;-0.032439024;0.059489559;0.07518797;-0.043636364;0.011860465;-0.276451613;6
0.168269231;-0.012745098;0.015662651;-0.079601227;-0.034925816;-0.070766551;-0.135406032;-0.05205321;-0.216363636;-0.150930233;0.142903226;7
0.283653846;0.080392157;0.075903614;0.06303681;-0.02305638;-0.109094077;-0.128445476;0.030846347;-0.270909091;-0.220697674;-0.066774194;4
-0.081730769;0.060784314;0.196385542;0.145858896;0.000682493;-0.032439024;0.059489559;0.07518797;-0.043636364;0.011860465;-0.276451613;6
0.052884615;-0.02745098;0.021686747;0.10904908;0.042225519;0.05815331;0.124454756;0.067476383;-0.170909091;-0.057906977;-0.228064516;5
0.024038462;-0.154901961;-0.008433735;0.049233129;0.024421365;0.099965157;0.054849188;0.042413727;0.192727273;-0.092790698;-0.179677419;5
-0.081730769;-0.066666667;-0.056626506;0.087576687;0.012551929;0.068606272;0.059489559;0.0578369;0.138181818;-0.116046512;-0.179677419;5
0.0625;0.026470588;0.039759036;0.191871166;0.03925816;0.030278746;0.073410673;0.1156738;-0.18;-0.034651163;-0.244193548;5
0.052884615;-0.02745098;0.021686747;0.10904908;0.042225519;0.05815331;0.124454756;0.067476383;-0.170909091;-0.057906977;-0.228064516;5
0.043269231;-0.145098039;-0.008433735;0.122852761;0.015519288;-0.00456446;-0.06812065;0.065548487;0.010909091;-0.16255814;-0.211935484;6
0.024038462;-0.154901961;-0.008433735;0.049233129;0.024421365;0.099965157;0.054849188;0.042413727;0.192727273;-0.092790698;-0.179677419;5
0.024038462;-0.047058824;0.009638554;0.15506135;-0.017121662;0.086027875;0.075730858;0.096394833;-0.025454545;0.116511628;-0.228064516;6
0.024038462;-0.047058824;0.009638554;0.15506135;-0.017121662;0.086027875;0.075730858;0.096394833;-0.025454545;0.116511628;-0.228064516;6
0.004807692;0.050980392;-0.03253012;-0.078067485;0.015519288;0.005888502;0.112853828;-0.025062657;0.074545455;0.128139535;-0.034516129;5
-0.033653846;-0.105882353;0.124096386;0.032361963;0.107507418;0.099965157;0.057169374;0.036630037;-0.270909091;-0.116046512;-0.276451613;6
0.033653846;-0.007843137;0.075903614;0.189570552;0.018486647;0.033763066;0.27062645;0.1156738;-0.134545455;0.035116279;-0.260322581;5
0.033653846;0.031372549;0.1;0.105981595;0.030356083;0.113902439;0.131415313;0.08097166;-0.161818182;-0.023023256;-0.211935484;5
-0.014423077;0.129411765;0.003614458;0.04309816;0.00958457;-0.021986063;0.027006961;0.053981107;0.029090909;0.023488372;-0.228064516;5
-0.014423077;0.129411765;0.003614458;0.04309816;0.00958457;-0.021986063;0.027006961;0.053981107;0.029090909;0.023488372;-0.228064516;5
-0.129807692;0.202941176;-0.201204819;-0.075;0.057062315;-0.095156794;-0.082041763;0;0.401818182;-0.104418605;-0.131290323;4
-0.081730769;0.031372549;-0.056626506;-0.047392638;-0.014154303;-0.035923345;0.010765661;-0.050125313;0.110909091;-0.057906977;0.126774194;6
0.014423077;-0.135294118;0.039759036;-0.071932515;-0.031958457;-0.06728223;-0.123805104;-0.055909003;0.001818182;-0.081162791;0.207419355;6
0.033653846;0.031372549;0.1;0.105981595;0.030356083;0.113902439;0.131415313;0.08097166;-0.161818182;-0.023023256;-0.211935484;5
0.043269231;0.041176471;0.087951807;0.105981595;0.042225519;0.075574913;0.133735499;0.08097166;-0.134545455;0.011860465;-0.211935484;5
-0.091346154;0.080392157;-0.177108434;-0.010582822;0.000682493;-0.049860627;-0.119164733;-0.01156738;0.029090909;0.023488372;-0.050645161;5
0.091346154;-0.037254902;-0.008433735;0.089110429;0.024421365;0.023310105;-0.000835267;0.084827453;-0.161818182;0.058372093;-0.276451613;5
0.052884615;-0.115686275;-0.014457831;0.007055215;0.03925816;-0.015017422;-0.017076566;0.02313476;0.092727273;-0.174186047;-0.131290323;5
0.004807692;-0.08627451;-0.03253012;-0.021319018;0.036290801;-0.074250871;0.017726218;0.02313476;0.092727273;-0.150930233;-0.228064516;6
-0.043269231;-0.145098039;0.081927711;-0.073466258;0.137181009;0.016341463;0.045568445;-0.02313476;0.02;-0.150930233;-0.11516129;6
-0.014423077;-0.08627451;0.015662651;-0.081134969;-0.058664688;0.096480836;0.010765661;-0.053981107;0.074545455;-0.011395349;0.078387097;6
0.052884615;0.109803922;-0.062650602;0.009355828;-0.037893175;-0.021986063;-0.028677494;0;-0.043636364;-0.081162791;-0.002258065;5
-0.033653846;-0.037254902;-0.008433735;0.018558282;-0.02305638;0.044216028;0.149976798;0.03470214;0.238181818;0.058372093;-0.131290323;7
-0.072115385;0.021568627;0.136144578;-0.05506135;-0.005252226;0.040731707;0.094292343;-0.030846347;0.101818182;0.093255814;0.062258065;7
-0.072115385;0.021568627;0.136144578;-0.056595092;0.000682493;0.037247387;0.105893271;-0.030846347;0.110909091;0.093255814;0.062258065;6
-0.110576923;-0.017647059;-0.05060241;0.061503067;-0.076468843;-0.098641115;-0.188770302;0;0.183636364;-0.139302326;0.013870968;5
-0.033653846;-0.037254902;-0.008433735;0.018558282;-0.02305638;0.044216028;0.149976798;0.03470214;0.238181818;0.058372093;-0.131290323;7
-0.033653846;0.144117647;0.039759036;0.10291411;-0.02305638;0.082543554;0.238143852;0.07518797;0.038181818;0.093255814;-0.244193548;5
-0.024038462;-0.037254902;-0.038554217;0.144325153;-0.031958457;0.037247387;0.115174014;0.08097166;0.047272727;0.023488372;-0.211935484;5
-0.004807692;-0.007843137;-0.068674699;0.026226994;-0.034925816;0.068606272;0.149976798;0.04048583;0.001818182;0.035116279;-0.260322581;5
-0.014423077;-0.007843137;-0.014457831;0.142791411;-0.028991098;0.030278746;0.094292343;0.07518797;0.065454545;0.081627907;-0.147419355;5
0.129807692;-0.047058824;0.039759036;-0.079601227;-0.055697329;0.002404181;-0.040278422;-0.038557933;-0.061818182;-0.127674419;0.03;6
0.024038462;0.090196078;0.202409639;0.06303681;-0.002284866;0.047700348;0.038607889;0.067476383;-0.025454545;-0.057906977;-0.292580645;5
-0.004807692;-0.08627451;0.015662651;-0.068865031;-0.031958457;-0.018501742;-0.098283063;-0.044341623;-0.034545455;0.058372093;0.046129032;7
0.120192308;0.001960784;0.03373494;-0.068865031;-0.049762611;-0.060313589;-0.137726218;-0.032774243;0.038181818;0.035116279;0.207419355;6
-0.052884615;0.031372549;0.003614458;-0.064263804;-0.002284866;-0.053344948;-0.142366589;-0.025062657;0.101818182;-0.069534884;-0.050645161;5
0.024038462;0.090196078;0.202409639;0.06303681;-0.002284866;0.047700348;0.038607889;0.067476383;-0.025454545;-0.057906977;-0.292580645;5
0.100961538;-0.066666667;0.039759036;-0.079601227;-0.020089021;0.009372822;-0.072761021;-0.038557933;0.02;0.058372093;0.046129032;6
0.158653846;-0.066666667;0.045783133;-0.032055215;-0.028991098;-0.039407666;-0.091322506;0.013495277;-0.007272727;0.046744186;-0.131290323;6
0.120192308;-0.076470588;0.039759036;-0.067331288;-0.026023739;-0.056829268;-0.119164733;-0.036630037;-0.061818182;0.058372093;0.110645161;6
-0.052884615;-0.02254902;0.021686747;-0.081134969;-0.017121662;0.005888502;-0.056519722;-0.067476383;-0.170909091;-0.116046512;0.062258065;6
-0.120192308;-0.115686275;-0.038554217;-0.076533742;-0.005252226;0.061637631;0.068770302;-0.042413727;0.083636364;-0.139302326;-0.066774194;6
-0.043269231;0.310784314;-0.11686747;-0.018251534;0.036290801;-0.070766551;-0.095962877;0.021206863;0.174545455;-0.150930233;-0.244193548;4
-0.052884615;0.060784314;-0.002409639;-0.027453988;-0.034925816;-0.056829268;-0.135406032;-0.044341623;0.174545455;0.104883721;0.239677419;7
0.004807692;-0.02745098;-0.020481928;-0.035122699;0.024421365;-0.042891986;-0.05187935;0;-0.18;-0.127674419;-0.179677419;6
0.100961538;-0.056862745;0.027710843;0.024693252;-0.008219585;0.037247387;0.031647332;-0.01156738;-0.061818182;-0.19744186;0.159032258;7
0.072115385;-0.096078431;0.075903614;0.058435583;0.027388724;0.079059233;-0.007795824;0.053981107;-0.043636364;-0.069534884;-0.099032258;6
0.004807692;-0.02745098;-0.020481928;-0.035122699;0.024421365;-0.042891986;-0.05187935;0;-0.18;-0.127674419;-0.179677419;6
0.033653846;-0.096078431;0.045783133;-0.079601227;0.006617211;0.019825784;-0.095962877;-0.04048583;-0.043636364;-0.04627907;-0.018387097;5
0.129807692;-0.047058824;0.039759036;0.01702454;0.00958457;-0.081219512;-0.144686775;0.050125313;-0.116363636;0.407209302;-0.131290323;6
0.052884615;-0.037254902;0.051807229;0.116717791;0.060029674;0.044216028;0.13837587;0.07518797;-0.270909091;-0.081162791;-0.260322581;6
0.052884615;-0.037254902;0.051807229;0.116717791;0.060029674;0.044216028;0.13837587;0.07518797;-0.270909091;-0.081162791;-0.260322581;6
-0.072115385;0.041176471;-0.056626506;-0.075;-0.028991098;0.009372822;-0.033317865;-0.08097166;0.092727273;-0.081162791;0.304193548;7
-0.158653846;0.158823529;-0.177108434;-0.076533742;-0.028991098;0.026794425;-0.044918794;-0.088683247;0.156363636;-0.185813953;0.255806452;8
-0.158653846;0.158823529;-0.177108434;-0.076533742;-0.028991098;0.026794425;-0.044918794;-0.088683247;0.156363636;-0.185813953;0.255806452;8
-0.072115385;0.041176471;-0.056626506;-0.075;-0.028991098;0.009372822;-0.033317865;-0.08097166;0.092727273;-0.081162791;0.304193548;7
-0.043269231;-0.056862745;0.136144578;0.124386503;0.027388724;-0.028954704;0.047888631;0.077115867;-0.189090909;-0.104418605;-0.228064516;5
-0.052884615;0.080392157;-0.020481928;-0.024386503;0.00958457;-0.074250871;-0.123805104;-0.015423173;0.083636364;-0.116046512;0.013870968;5
0.052884615;-0.037254902;0.051807229;0.116717791;0.060029674;0.044216028;0.13837587;0.07518797;-0.270909091;-0.081162791;-0.260322581;6
-0.014423077;-0.037254902;0.009638554;0.10291411;0.012551929;0.099965157;0.154617169;0.0578369;-0.034545455;0.011860465;-0.163548387;5
0.014423077;-0.047058824;0.015662651;0.101380368;0.015519288;0.127839721;0.089651972;0.061692693;-0.025454545;0.000232558;-0.11516129;5
0.149038462;-0.007843137;0.075903614;0.035429448;0.006617211;0.012857143;0.136055684;0.065548487;-0.043636364;0.116511628;-0.147419355;6
-0.014423077;0.178431373;-0.092771084;-0.061196319;-0.034925816;-0.035923345;-0.093642691;-0.084827453;-0.098181818;-0.057906977;0.336451613;7
0.0625;0.011764706;-0.014457831;0.039263804;0.027388724;-0.053344948;0.029327146;0.053981107;-0.098181818;0.058372093;-0.195806452;5
0.283653846;0.139215686;0.087951807;0.053067485;-0.034925816;-0.105609756;-0.065800464;0.03470214;-0.289090909;-0.232325581;-0.082903226;5
0.024038462;0.021568627;0.075903614;-0.075;0.060029674;-0.021986063;-0.012436195;-0.065548487;-0.061818182;0.058372093;0.352580645;6
0.100961538;-0.08627451;0.069879518;-0.075;-0.002284866;-0.063797909;-0.098283063;-0.044341623;-0.052727273;-0.116046512;0.078387097;6
0.072115385;0.198039216;0.021686747;-0.085736196;-0.026023739;-0.109094077;-0.08900232;-0.073260073;-0.143636364;-0.116046512;0.142903226;4
-0.052884615;-0.056862745;0.057831325;-0.028220859;-0.02305638;-0.015017422;-0.019396752;-0.042413727;0.147272727;-0.185813953;0.159032258;7
0.0625;-0.007843137;-0.014457831;0.173466258;0.015519288;-0.00804878;0.08037123;0.096394833;-0.089090909;0.174651163;-0.050645161;5
0.004807692;-0.047058824;0.039759036;0.01702454;-0.017121662;0.051184669;0.029327146;-0.025062657;-0.070909091;-0.255581395;0.142903226;6
0.033653846;0.041176471;0.081927711;-0.019785276;-0.005252226;-0.056829268;-0.170208817;-0.0578369;-0.143636364;-0.092790698;0.336451613;4
-0.091346154;-0.047058824;-0.020481928;0.099846626;0.024421365;0.075574913;0.073410673;0.061692693;0.083636364;-0.116046512;-0.179677419;5
-0.081730769;0.384313725;-0.159036145;-0.079601227;0.042225519;-0.091672474;-0.070440835;-0.01735107;-0.070909091;-0.16255814;-0.292580645;4
-0.043269231;-0.02745098;-0.008433735;-0.013650307;0.00958457;0.019825784;0.087331787;0.019278967;0.001818182;0.221162791;-0.211935484;6
-0.043269231;0.050980392;-0.014457831;-0.013650307;0.006617211;0.023310105;0.08037123;0.021206863;0.001818182;0.197906977;-0.195806452;6
0.024038462;0.060784314;-0.110843373;-0.079601227;0.021454006;0.089512195;0.103573086;-0.007711587;-0.089090909;-0.069534884;-0.211935484;5
-0.004807692;0.001960784;0.039759036;0.239417178;0.006617211;0.044216028;0.066450116;0.134952767;-0.234545455;0.011860465;-0.292580645;5
0.004807692;-0.007843137;0.039759036;0.116717791;0.012551929;0.099965157;0.205661253;0.07518797;-0.007272727;0.104883721;-0.147419355;6
-0.004807692;-0.017647059;0.136144578;0.084509202;-0.008219585;0.099965157;0.203341067;0.0578369;-0.152727273;0.163023256;-0.195806452;5
-0.004807692;0.011764706;0.136144578;0.084509202;-0.008219585;0.106933798;0.21262181;0.061692693;-0.152727273;0.163023256;-0.195806452;5
-0.014423077;-0.037254902;0.045783133;0.046165644;-0.017121662;0.047700348;0.06412993;0.026990553;-0.061818182;0.139767442;-0.099032258;6
-0.091346154;0.021568627;-0.062650602;-0.033588957;-0.02305638;0.023310105;-0.044918794;-0.030846347;-0.034545455;0.011860465;0.078387097;5
-0.004807692;0.247058824;0.009638554;-0.039723926;-0.034925816;-0.032439024;-0.06812065;-0.065548487;0.065454545;0.093255814;0.352580645;8
